SessionID,UserID,Timestamp,PageType,DeviceType,Country,ReferralSource,TimeOnPage_seconds,ItemsInCart,Purchased
session_425,user_2547,8/15/2025 7:53,home,Tablet,France,Email,42,0,0
session_425,user_2547,8/15/2025 7:53,product_page,Tablet,France,Email,42,3,0
session_425,user_2547,8/15/2025 7:55,cart,Tablet,France,Email,92,3,0
session_426,user_2416,5/3/2025 11:04,home,Desktop,Germany,Direct,167,0,0
session_427,user_2074,8/1/2025 23:46,home,Desktop,Australia,Social Media,86,0,0
session_427,user_2074,8/1/2025 23:47,product_page,Desktop,Australia,Social Media,108,3,0
session_428,user_1813,8/6/2025 10:34,home,Mobile,Germany,Email,16,0,0
session_428,user_1813,8/6/2025 10:35,product_page,Mobile,Germany,Email,92,0,0
session_428,user_1813,8/6/2025 10:36,cart,Mobile,Germany,Email,28,2,0
session_428,user_1813,8/6/2025 10:36,checkout,Mobile,Germany,Email,30,2,0
session_429,user_1963,1/14/2025 17:12,home,Tablet,USA,Direct,154,0,0
session_429,user_1963,1/14/2025 17:14,product_page,Tablet,USA,Direct,114,0,0
session_430,user_2809,3/30/2025 18:43,home,Tablet,Germany,Google,94,0,1
session_430,user_2809,3/30/2025 18:44,product_page,Tablet,Germany,Google,29,3,1
session_430,user_2809,3/30/2025 18:46,cart,Tablet,Germany,Google,153,3,1
session_430,user_2809,3/30/2025 18:49,checkout,Tablet,Germany,Google,128,3,1
session_430,user_2809,3/30/2025 18:52,confirmation,Tablet,Germany,Google,176,0,1
session_431,user_1374,1/9/2025 9:01,home,Mobile,USA,Social Media,116,0,0
session_432,user_1939,8/11/2025 3:28,home,Mobile,UK,Google,139,0,0
session_432,user_1939,8/11/2025 3:29,product_page,Mobile,UK,Google,53,0,0
session_433,user_2129,6/16/2025 19:38,home,Desktop,USA,Email,138,0,0
session_433,user_2129,6/16/2025 19:39,product_page,Desktop,USA,Email,29,0,0
session_434,user_1594,8/27/2025 16:33,home,Desktop,Canada,Social Media,153,0,0
session_434,user_1594,8/27/2025 16:36,product_page,Desktop,Canada,Social Media,139,0,0
session_434,user_1594,8/27/2025 16:38,cart,Desktop,Canada,Social Media,150,0,0
session_435,user_2857,6/23/2025 12:41,home,Desktop,India,Direct,132,0,1
session_435,user_2857,6/23/2025 12:42,product_page,Desktop,India,Direct,94,0,1
session_435,user_2857,6/23/2025 12:45,cart,Desktop,India,Direct,130,3,1
session_435,user_2857,6/23/2025 12:45,checkout,Desktop,India,Direct,30,3,1
session_435,user_2857,6/23/2025 12:47,confirmation,Desktop,India,Direct,126,0,1
session_436,user_1189,7/21/2025 5:38,home,Mobile,USA,Google,160,0,1
session_436,user_1189,7/21/2025 5:40,product_page,Mobile,USA,Google,152,0,1
session_436,user_1189,7/21/2025 5:41,cart,Mobile,USA,Google,42,0,1
session_436,user_1189,7/21/2025 5:43,checkout,Mobile,USA,Google,141,1,1
session_436,user_1189,7/21/2025 5:43,confirmation,Mobile,USA,Google,20,0,1
session_437,user_1556,2/2/2025 0:07,home,Desktop,France,Email,116,0,0
session_437,user_1556,2/2/2025 0:07,product_page,Desktop,France,Email,41,0,0
session_438,user_2726,6/13/2025 23:35,home,Mobile,USA,Direct,128,0,1
session_438,user_2726,6/13/2025 23:36,product_page,Mobile,USA,Direct,69,0,1
session_438,user_2726,6/13/2025 23:37,cart,Mobile,USA,Direct,56,5,1
session_438,user_2726,6/13/2025 23:39,checkout,Mobile,USA,Direct,112,5,1
session_438,user_2726,6/13/2025 23:40,confirmation,Mobile,USA,Direct,59,0,1
session_439,user_1741,7/21/2025 8:33,home,Tablet,UK,Google,138,0,0
session_439,user_1741,7/21/2025 8:35,product_page,Tablet,UK,Google,157,3,0
session_440,user_2749,8/14/2025 4:24,home,Desktop,Germany,Social Media,144,0,0
session_440,user_2749,8/14/2025 4:26,product_page,Desktop,Germany,Social Media,116,5,0
session_440,user_2749,8/14/2025 4:28,cart,Desktop,Germany,Social Media,136,5,0
session_440,user_2749,8/14/2025 4:31,checkout,Desktop,Germany,Social Media,139,5,0
session_441,user_1762,1/1/2025 15:11,home,Mobile,India,Email,62,0,0
session_441,user_1762,1/1/2025 15:13,product_page,Mobile,India,Email,116,4,0
session_442,user_1448,1/2/2025 22:20,home,Desktop,Canada,Social Media,54,0,0
session_442,user_1448,1/2/2025 22:20,product_page,Desktop,Canada,Social Media,36,0,0
session_443,user_1558,7/7/2025 6:32,home,Tablet,Canada,Email,24,0,0
session_443,user_1558,7/7/2025 6:34,product_page,Tablet,Canada,Email,99,0,0
session_444,user_2561,1/25/2025 2:34,home,Desktop,USA,Social Media,122,0,0
session_445,user_2485,7/30/2025 6:14,home,Mobile,France,Social Media,38,0,0
session_445,user_2485,7/30/2025 6:16,product_page,Mobile,France,Social Media,90,0,0
session_446,user_2314,3/3/2025 4:58,home,Desktop,USA,Google,147,0,1
session_446,user_2314,3/3/2025 4:59,product_page,Desktop,USA,Google,89,5,1
session_446,user_2314,3/3/2025 5:00,cart,Desktop,USA,Google,56,5,1
session_446,user_2314,3/3/2025 5:02,checkout,Desktop,USA,Google,92,5,1
session_446,user_2314,3/3/2025 5:05,confirmation,Desktop,USA,Google,180,0,1
session_447,user_2512,2/25/2025 18:08,home,Mobile,USA,Direct,163,0,0
session_447,user_2512,2/25/2025 18:11,product_page,Mobile,USA,Direct,158,1,0
session_448,user_2697,5/19/2025 15:22,home,Tablet,France,Social Media,118,0,0
session_449,user_2278,6/1/2025 12:46,home,Desktop,USA,Google,165,0,1
session_449,user_2278,6/1/2025 12:48,product_page,Desktop,USA,Google,127,4,1
session_449,user_2278,6/1/2025 12:49,cart,Desktop,USA,Google,63,4,1
session_449,user_2278,6/1/2025 12:52,checkout,Desktop,USA,Google,156,4,1
session_449,user_2278,6/1/2025 12:52,confirmation,Desktop,USA,Google,24,0,1
session_450,user_2982,7/31/2025 9:17,home,Tablet,UK,Email,156,0,1
session_450,user_2982,7/31/2025 9:19,product_page,Tablet,UK,Email,106,0,1
session_450,user_2982,7/31/2025 9:19,cart,Tablet,UK,Email,22,0,1
session_450,user_2982,7/31/2025 9:21,checkout,Tablet,UK,Email,139,3,1
session_450,user_2982,7/31/2025 9:22,confirmation,Tablet,UK,Email,31,0,1
session_451,user_1451,8/14/2025 9:16,home,Mobile,India,Google,34,0,1
session_451,user_1451,8/14/2025 9:18,product_page,Mobile,India,Google,90,0,1
session_451,user_1451,8/14/2025 9:19,cart,Mobile,India,Google,78,0,1
session_451,user_1451,8/14/2025 9:20,checkout,Mobile,India,Google,76,3,1
session_451,user_1451,8/14/2025 9:23,confirmation,Mobile,India,Google,145,0,1
session_452,user_2295,2/9/2025 8:24,home,Tablet,France,Social Media,87,0,1
session_452,user_2295,2/9/2025 8:26,product_page,Tablet,France,Social Media,98,2,1
session_452,user_2295,2/9/2025 8:27,cart,Tablet,France,Social Media,89,2,1
session_452,user_2295,2/9/2025 8:28,checkout,Tablet,France,Social Media,40,2,1
session_452,user_2295,2/9/2025 8:29,confirmation,Tablet,France,Social Media,67,0,1
session_453,user_2004,7/31/2025 11:48,home,Tablet,France,Email,21,0,0
session_453,user_2004,7/31/2025 11:49,product_page,Tablet,France,Email,52,1,0
session_454,user_1298,7/29/2025 6:53,home,Mobile,Canada,Email,78,0,0
session_454,user_1298,7/29/2025 6:53,product_page,Mobile,Canada,Email,21,0,0
session_455,user_2743,7/28/2025 15:30,home,Mobile,Germany,Social Media,56,0,0
session_456,user_2299,4/15/2025 9:40,home,Mobile,Germany,Google,31,0,0
session_456,user_2299,4/15/2025 9:41,product_page,Mobile,Germany,Google,54,1,0
session_457,user_2410,6/10/2025 15:44,home,Desktop,Australia,Social Media,158,0,1
session_457,user_2410,6/10/2025 15:45,product_page,Desktop,Australia,Social Media,35,2,1
session_457,user_2410,6/10/2025 15:47,cart,Desktop,Australia,Social Media,158,2,1
session_457,user_2410,6/10/2025 15:48,checkout,Desktop,Australia,Social Media,58,2,1
session_457,user_2410,6/10/2025 15:51,confirmation,Desktop,Australia,Social Media,137,0,1
session_458,user_1729,3/7/2025 14:40,home,Desktop,Germany,Direct,90,0,0
session_458,user_1729,3/7/2025 14:41,product_page,Desktop,Germany,Direct,39,0,0
session_459,user_2133,1/29/2025 10:38,home,Desktop,Australia,Social Media,111,0,0
session_460,user_2020,5/22/2025 8:34,home,Mobile,France,Email,152,0,0
session_461,user_1927,7/7/2025 19:30,home,Mobile,UK,Google,21,0,0
session_461,user_1927,7/7/2025 19:31,product_page,Mobile,UK,Google,100,1,0
session_462,user_1123,4/2/2025 14:21,home,Desktop,India,Google,134,0,0
session_462,user_1123,4/2/2025 14:24,product_page,Desktop,India,Google,137,0,0
session_463,user_1227,1/10/2025 14:02,home,Tablet,India,Direct,110,0,1
session_463,user_1227,1/10/2025 14:04,product_page,Tablet,India,Direct,70,5,1
session_463,user_1227,1/10/2025 14:05,cart,Tablet,India,Direct,78,5,1
session_463,user_1227,1/10/2025 14:06,checkout,Tablet,India,Direct,46,5,1
session_463,user_1227,1/10/2025 14:08,confirmation,Tablet,India,Direct,133,0,1
session_464,user_1141,6/29/2025 11:53,home,Desktop,Australia,Social Media,67,0,0
session_465,user_2302,4/4/2025 19:37,home,Tablet,Australia,Direct,44,0,0
session_466,user_1396,1/27/2025 20:23,home,Desktop,France,Direct,154,0,0
session_466,user_1396,1/27/2025 20:25,product_page,Desktop,France,Direct,131,0,0
session_467,user_1589,1/20/2025 4:10,home,Desktop,France,Social Media,75,0,0
session_467,user_1589,1/20/2025 4:13,product_page,Desktop,France,Social Media,165,3,0
session_468,user_1022,6/24/2025 13:01,home,Tablet,USA,Email,150,0,0
session_469,user_1433,2/23/2025 23:37,home,Tablet,UK,Email,151,0,0
session_469,user_1433,2/23/2025 23:38,product_page,Tablet,UK,Email,67,2,0
session_470,user_2343,4/2/2025 17:30,home,Desktop,Germany,Direct,80,0,1
session_470,user_2343,4/2/2025 17:31,product_page,Desktop,Germany,Direct,54,2,1
session_470,user_2343,4/2/2025 17:33,cart,Desktop,Germany,Direct,98,2,1
session_470,user_2343,4/2/2025 17:34,checkout,Desktop,Germany,Direct,49,2,1
session_470,user_2343,4/2/2025 17:34,confirmation,Desktop,Germany,Direct,28,0,1
session_471,user_2880,3/16/2025 16:21,home,Desktop,USA,Google,176,0,0
session_471,user_2880,3/16/2025 16:24,product_page,Desktop,USA,Google,177,5,0
session_472,user_1355,5/1/2025 7:04,home,Tablet,Canada,Social Media,126,0,1
session_472,user_1355,5/1/2025 7:04,product_page,Tablet,Canada,Social Media,18,0,1
session_472,user_1355,5/1/2025 7:06,cart,Tablet,Canada,Social Media,106,5,1
session_472,user_1355,5/1/2025 7:09,checkout,Tablet,Canada,Social Media,150,5,1
session_472,user_1355,5/1/2025 7:10,confirmation,Tablet,Canada,Social Media,89,0,1
session_473,user_1362,4/5/2025 5:38,home,Tablet,India,Direct,152,0,0
session_473,user_1362,4/5/2025 5:39,product_page,Tablet,India,Direct,80,4,0
session_473,user_1362,4/5/2025 5:41,cart,Tablet,India,Direct,106,4,0
session_474,user_1345,6/7/2025 16:54,home,Tablet,Australia,Direct,173,0,0
session_474,user_1345,6/7/2025 16:54,product_page,Tablet,Australia,Direct,18,0,0
session_474,user_1345,6/7/2025 16:54,cart,Tablet,Australia,Direct,31,0,0
session_475,user_1818,6/27/2025 11:47,home,Mobile,UK,Google,89,0,0
session_475,user_1818,6/27/2025 11:48,product_page,Mobile,UK,Google,104,4,0
session_476,user_2291,6/27/2025 3:50,home,Tablet,India,Social Media,159,0,0
session_477,user_2278,6/24/2025 10:47,home,Tablet,Australia,Direct,117,0,0
session_477,user_2278,6/24/2025 10:50,product_page,Tablet,Australia,Direct,174,0,0
session_477,user_2278,6/24/2025 10:51,cart,Tablet,Australia,Direct,60,1,0
session_478,user_1611,1/23/2025 19:12,home,Desktop,Australia,Social Media,170,0,0
session_478,user_1611,1/23/2025 19:15,product_page,Desktop,Australia,Social Media,167,5,0
session_479,user_1737,8/12/2025 3:30,home,Desktop,UK,Direct,66,0,0
session_479,user_1737,8/12/2025 3:32,product_page,Desktop,UK,Direct,126,1,0
session_480,user_1589,7/16/2025 18:50,home,Desktop,Australia,Email,127,0,0
session_480,user_1589,7/16/2025 18:53,product_page,Desktop,Australia,Email,140,1,0
session_481,user_1622,2/25/2025 8:37,home,Desktop,France,Google,74,0,0
session_482,user_1819,8/11/2025 22:33,home,Desktop,UK,Social Media,39,0,0
session_482,user_1819,8/11/2025 22:34,product_page,Desktop,UK,Social Media,45,0,0
session_482,user_1819,8/11/2025 22:34,cart,Desktop,UK,Social Media,44,0,0
session_482,user_1819,8/11/2025 22:36,checkout,Desktop,UK,Social Media,130,1,0
session_483,user_1052,1/29/2025 19:15,home,Tablet,UK,Google,115,0,0
session_484,user_1922,7/10/2025 15:11,home,Mobile,Germany,Google,123,0,1
session_484,user_1922,7/10/2025 15:12,product_page,Mobile,Germany,Google,67,2,1
session_484,user_1922,7/10/2025 15:14,cart,Mobile,Germany,Google,140,2,1
session_484,user_1922,7/10/2025 15:17,checkout,Mobile,Germany,Google,172,2,1
session_484,user_1922,7/10/2025 15:20,confirmation,Mobile,Germany,Google,147,0,1
session_485,user_1933,1/19/2025 9:57,home,Mobile,UK,Direct,152,0,0
session_486,user_2817,1/14/2025 15:20,home,Desktop,UK,Direct,165,0,0
session_486,user_2817,1/14/2025 15:22,product_page,Desktop,UK,Direct,116,0,0
session_487,user_1139,4/11/2025 4:22,home,Tablet,Australia,Direct,174,0,0
session_488,user_2165,1/12/2025 1:02,home,Desktop,Germany,Social Media,138,0,1
session_488,user_2165,1/12/2025 1:03,product_page,Desktop,Germany,Social Media,70,0,1
session_488,user_2165,1/12/2025 1:04,cart,Desktop,Germany,Social Media,104,1,1
session_488,user_2165,1/12/2025 1:05,checkout,Desktop,Germany,Social Media,55,1,1
session_488,user_2165,1/12/2025 1:06,confirmation,Desktop,Germany,Social Media,56,0,1
session_489,user_2040,7/9/2025 8:29,home,Tablet,USA,Direct,85,0,0
session_489,user_2040,7/9/2025 8:31,product_page,Tablet,USA,Direct,132,4,0
session_490,user_2020,5/28/2025 13:29,home,Mobile,Canada,Direct,137,0,0
session_490,user_2020,5/28/2025 13:31,product_page,Mobile,Canada,Direct,147,3,0
session_490,user_2020,5/28/2025 13:32,cart,Mobile,Canada,Direct,28,3,0
session_491,user_2812,1/19/2025 16:14,home,Mobile,Canada,Email,31,0,0
session_491,user_2812,1/19/2025 16:16,product_page,Mobile,Canada,Email,69,4,0
session_492,user_1914,4/21/2025 9:10,home,Mobile,USA,Google,118,0,0
session_492,user_1914,4/21/2025 9:12,product_page,Mobile,USA,Google,107,0,0
session_493,user_2697,7/24/2025 23:47,home,Tablet,UK,Email,58,0,0
session_493,user_2697,7/24/2025 23:50,product_page,Tablet,UK,Email,165,0,0
session_494,user_2188,8/3/2025 13:49,home,Desktop,Canada,Google,23,0,0
session_494,user_2188,8/3/2025 13:51,product_page,Desktop,Canada,Google,161,0,0
session_495,user_1555,3/25/2025 15:39,home,Desktop,UK,Google,180,0,0
session_495,user_1555,3/25/2025 15:40,product_page,Desktop,UK,Google,50,2,0
session_496,user_2939,3/8/2025 23:23,home,Tablet,Australia,Social Media,33,0,0
session_496,user_2939,3/8/2025 23:24,product_page,Tablet,Australia,Social Media,42,0,0
session_497,user_1646,3/16/2025 10:10,home,Tablet,France,Email,155,0,0
session_498,user_2825,2/3/2025 13:00,home,Tablet,Australia,Google,177,0,0
session_498,user_2825,2/3/2025 13:01,product_page,Tablet,Australia,Google,15,0,0
session_499,user_2282,3/27/2025 11:15,home,Tablet,France,Google,35,0,0
session_499,user_2282,3/27/2025 11:17,product_page,Tablet,France,Google,148,1,0
session_500,user_1644,5/2/2025 15:05,home,Desktop,India,Email,30,0,0
session_501,user_2327,3/12/2025 11:45,home,Desktop,Australia,Google,122,0,0
session_501,user_2327,3/12/2025 11:48,product_page,Desktop,Australia,Google,172,1,0
session_502,user_1692,4/5/2025 1:30,home,Desktop,Germany,Social Media,116,0,0
session_502,user_1692,4/5/2025 1:31,product_page,Desktop,Germany,Social Media,41,3,0
session_503,user_1362,2/26/2025 23:13,home,Desktop,Australia,Email,127,0,0
session_503,user_1362,2/26/2025 23:15,product_page,Desktop,Australia,Email,124,5,0
session_504,user_2831,8/6/2025 2:02,home,Tablet,USA,Google,23,0,0
session_504,user_2831,8/6/2025 2:04,product_page,Tablet,USA,Google,85,3,0
session_505,user_2471,4/5/2025 17:18,home,Tablet,Canada,Social Media,71,0,0
session_505,user_2471,4/5/2025 17:19,product_page,Tablet,Canada,Social Media,24,5,0
session_506,user_1222,3/13/2025 19:53,home,Desktop,Germany,Social Media,73,0,0
session_507,user_2426,3/11/2025 10:22,home,Desktop,UK,Direct,136,0,0
session_507,user_2426,3/11/2025 10:22,product_page,Desktop,UK,Direct,47,0,0
session_508,user_1363,3/14/2025 17:47,home,Mobile,Germany,Google,179,0,1
session_508,user_1363,3/14/2025 17:49,product_page,Mobile,Germany,Google,117,2,1
session_508,user_1363,3/14/2025 17:51,cart,Mobile,Germany,Google,175,2,1
session_508,user_1363,3/14/2025 17:53,checkout,Mobile,Germany,Google,118,2,1
session_508,user_1363,3/14/2025 17:55,confirmation,Mobile,Germany,Google,78,0,1
session_509,user_1424,2/1/2025 15:17,home,Tablet,Canada,Email,82,0,0
session_510,user_2442,5/24/2025 6:11,home,Desktop,Australia,Direct,64,0,0
session_510,user_2442,5/24/2025 6:12,product_page,Desktop,Australia,Direct,49,1,0
session_511,user_1721,7/28/2025 15:33,home,Desktop,Canada,Email,54,0,0
session_511,user_1721,7/28/2025 15:33,product_page,Desktop,Canada,Email,16,0,0
session_512,user_2522,8/24/2025 4:09,home,Tablet,France,Direct,114,0,0
session_512,user_2522,8/24/2025 4:09,product_page,Tablet,France,Direct,32,0,0
session_513,user_1422,3/10/2025 19:47,home,Mobile,Australia,Direct,101,0,0
session_513,user_1422,3/10/2025 19:49,product_page,Mobile,Australia,Direct,149,4,0
session_514,user_2866,1/7/2025 23:33,home,Mobile,Canada,Google,85,0,0
session_515,user_2231,4/21/2025 18:34,home,Desktop,UK,Social Media,154,0,0
session_515,user_2231,4/21/2025 18:35,product_page,Desktop,UK,Social Media,105,0,0
session_516,user_1436,5/16/2025 23:44,home,Desktop,France,Social Media,104,0,0
session_516,user_1436,5/16/2025 23:46,product_page,Desktop,France,Social Media,145,0,0
session_517,user_2202,6/13/2025 3:46,home,Desktop,Australia,Email,16,0,0
session_518,user_2394,6/9/2025 13:56,home,Desktop,Canada,Social Media,150,0,0
session_518,user_2394,6/9/2025 13:57,product_page,Desktop,Canada,Social Media,63,0,0
session_519,user_1161,3/7/2025 7:52,home,Desktop,Germany,Google,127,0,1
session_519,user_1161,3/7/2025 7:53,product_page,Desktop,Germany,Google,36,1,1
session_519,user_1161,3/7/2025 7:56,cart,Desktop,Germany,Google,165,1,1
session_519,user_1161,3/7/2025 7:57,checkout,Desktop,Germany,Google,94,1,1
session_519,user_1161,3/7/2025 7:58,confirmation,Desktop,Germany,Google,26,0,1
session_520,user_1469,7/30/2025 9:18,home,Tablet,India,Direct,41,0,0
session_521,user_1815,1/14/2025 4:27,home,Desktop,Germany,Email,153,0,0
session_521,user_1815,1/14/2025 4:28,product_page,Desktop,Germany,Email,80,0,0
session_521,user_1815,1/14/2025 4:30,cart,Desktop,Germany,Email,103,0,0
session_522,user_2538,1/25/2025 20:47,home,Tablet,Canada,Email,96,0,0
session_523,user_2326,6/13/2025 6:36,home,Tablet,France,Social Media,75,0,0
session_523,user_2326,6/13/2025 6:37,product_page,Tablet,France,Social Media,63,0,0
session_524,user_1135,5/28/2025 15:04,home,Tablet,India,Email,102,0,0
session_524,user_1135,5/28/2025 15:04,product_page,Tablet,India,Email,48,5,0
session_525,user_2958,7/1/2025 18:00,home,Mobile,Canada,Email,130,0,0
session_525,user_2958,7/1/2025 18:02,product_page,Mobile,Canada,Email,97,0,0
session_526,user_2235,6/14/2025 15:42,home,Tablet,USA,Google,127,0,0
session_526,user_2235,6/14/2025 15:42,product_page,Tablet,USA,Google,39,4,0
session_527,user_1864,1/1/2025 12:51,home,Tablet,UK,Google,75,0,0
session_527,user_1864,1/1/2025 12:53,product_page,Tablet,UK,Google,74,4,0
session_528,user_2100,7/24/2025 9:39,home,Desktop,Germany,Social Media,30,0,0
session_528,user_2100,7/24/2025 9:42,product_page,Desktop,Germany,Social Media,155,0,0
session_529,user_1480,1/5/2025 4:09,home,Tablet,India,Direct,85,0,0
session_530,user_2415,8/9/2025 21:35,home,Mobile,Canada,Google,142,0,1
session_530,user_2415,8/9/2025 21:37,product_page,Mobile,Canada,Google,159,0,1
session_530,user_2415,8/9/2025 21:39,cart,Mobile,Canada,Google,98,0,1
session_530,user_2415,8/9/2025 21:41,checkout,Mobile,Canada,Google,92,1,1
session_530,user_2415,8/9/2025 21:43,confirmation,Mobile,Canada,Google,118,0,1
session_531,user_1796,2/17/2025 21:19,home,Desktop,USA,Google,164,0,0
session_531,user_1796,2/17/2025 21:21,product_page,Desktop,USA,Google,132,2,0
session_532,user_2026,4/26/2025 11:56,home,Tablet,UK,Email,68,0,0
session_533,user_2736,3/28/2025 22:23,home,Mobile,Canada,Google,56,0,0
session_533,user_2736,3/28/2025 22:24,product_page,Mobile,Canada,Google,60,4,0
session_534,user_2801,1/7/2025 12:35,home,Desktop,USA,Direct,47,0,0
session_534,user_2801,1/7/2025 12:38,product_page,Desktop,USA,Direct,174,1,0
session_534,user_2801,1/7/2025 12:40,cart,Desktop,USA,Direct,147,1,0
session_535,user_2198,2/4/2025 11:13,home,Mobile,USA,Social Media,85,0,1
session_535,user_2198,2/4/2025 11:16,product_page,Mobile,USA,Social Media,147,2,1
session_535,user_2198,2/4/2025 11:17,cart,Mobile,USA,Social Media,71,2,1
session_535,user_2198,2/4/2025 11:20,checkout,Mobile,USA,Social Media,155,2,1
session_535,user_2198,2/4/2025 11:22,confirmation,Mobile,USA,Social Media,151,0,1
session_536,user_1651,3/12/2025 13:16,home,Desktop,India,Google,173,0,0
session_537,user_2948,8/19/2025 14:00,home,Desktop,Canada,Google,121,0,0
session_537,user_2948,8/19/2025 14:02,product_page,Desktop,Canada,Google,116,1,0
session_538,user_1113,4/5/2025 13:04,home,Desktop,UK,Social Media,63,0,0
session_539,user_2246,6/21/2025 11:29,home,Desktop,India,Google,121,0,0
session_539,user_2246,6/21/2025 11:32,product_page,Desktop,India,Google,158,0,0
session_540,user_2340,7/13/2025 23:14,home,Tablet,Australia,Direct,118,0,0
session_540,user_2340,7/13/2025 23:16,product_page,Tablet,Australia,Direct,118,3,0
session_541,user_1661,7/29/2025 4:15,home,Desktop,Germany,Google,133,0,0
session_541,user_1661,7/29/2025 4:16,product_page,Desktop,Germany,Google,43,4,0
session_542,user_1561,2/15/2025 11:50,home,Tablet,UK,Social Media,20,0,0
session_542,user_1561,2/15/2025 11:51,product_page,Tablet,UK,Social Media,67,0,0
session_543,user_1672,5/16/2025 2:43,home,Tablet,India,Social Media,116,0,1
session_543,user_1672,5/16/2025 2:44,product_page,Tablet,India,Social Media,38,5,1
session_543,user_1672,5/16/2025 2:45,cart,Tablet,India,Social Media,82,5,1
session_543,user_1672,5/16/2025 2:47,checkout,Tablet,India,Social Media,88,5,1
session_543,user_1672,5/16/2025 2:49,confirmation,Tablet,India,Social Media,122,0,1
session_544,user_1353,7/1/2025 12:49,home,Tablet,France,Direct,137,0,0
session_545,user_1573,1/24/2025 13:48,home,Mobile,Australia,Google,131,0,0
session_545,user_1573,1/24/2025 13:51,product_page,Mobile,Australia,Google,150,0,0
session_546,user_1859,5/14/2025 3:03,home,Mobile,Germany,Email,149,0,0
session_546,user_1859,5/14/2025 3:06,product_page,Mobile,Germany,Email,130,2,0
session_547,user_2786,2/12/2025 17:24,home,Tablet,Australia,Direct,170,0,0
session_547,user_2786,2/12/2025 17:25,product_page,Tablet,Australia,Direct,46,3,0
session_548,user_2581,5/5/2025 4:49,home,Mobile,Canada,Social Media,162,0,1
session_548,user_2581,5/5/2025 4:50,product_page,Mobile,Canada,Social Media,109,5,1
session_548,user_2581,5/5/2025 4:53,cart,Mobile,Canada,Social Media,163,5,1
session_548,user_2581,5/5/2025 4:54,checkout,Mobile,Canada,Social Media,26,5,1
session_548,user_2581,5/5/2025 4:56,confirmation,Mobile,Canada,Social Media,147,0,1
session_549,user_1733,8/13/2025 21:59,home,Desktop,Canada,Direct,119,0,0
session_549,user_1733,8/13/2025 22:02,product_page,Desktop,Canada,Direct,158,3,0
session_550,user_1960,3/25/2025 17:40,home,Tablet,India,Social Media,126,0,0
session_550,user_1960,3/25/2025 17:42,product_page,Tablet,India,Social Media,148,1,0
session_550,user_1960,3/25/2025 17:44,cart,Tablet,India,Social Media,73,1,0
session_551,user_1364,1/23/2025 13:38,home,Tablet,France,Email,68,0,0
session_551,user_1364,1/23/2025 13:41,product_page,Tablet,France,Email,160,2,0
session_552,user_2374,5/4/2025 1:13,home,Tablet,Canada,Google,163,0,0
session_552,user_2374,5/4/2025 1:14,product_page,Tablet,Canada,Google,75,0,0
session_552,user_2374,5/4/2025 1:16,cart,Tablet,Canada,Google,76,3,0
session_553,user_2324,6/30/2025 18:52,home,Tablet,Canada,Direct,137,0,0
session_554,user_2220,8/22/2025 2:26,home,Desktop,UK,Google,37,0,1
session_554,user_2220,8/22/2025 2:28,product_page,Desktop,UK,Google,68,0,1
session_554,user_2220,8/22/2025 2:29,cart,Desktop,UK,Google,94,5,1
session_554,user_2220,8/22/2025 2:30,checkout,Desktop,UK,Google,81,5,1
session_554,user_2220,8/22/2025 2:32,confirmation,Desktop,UK,Google,74,0,1
session_555,user_2298,8/18/2025 11:58,home,Tablet,UK,Direct,144,0,0
session_555,user_2298,8/18/2025 12:01,product_page,Tablet,UK,Direct,169,2,0
session_556,user_2821,5/26/2025 3:35,home,Mobile,USA,Social Media,102,0,1
session_556,user_2821,5/26/2025 3:37,product_page,Mobile,USA,Social Media,84,0,1
session_556,user_2821,5/26/2025 3:37,cart,Mobile,USA,Social Media,40,5,1
session_556,user_2821,5/26/2025 3:39,checkout,Mobile,USA,Social Media,80,5,1
session_556,user_2821,5/26/2025 3:39,confirmation,Mobile,USA,Social Media,20,0,1
session_557,user_1558,3/10/2025 12:46,home,Mobile,Australia,Email,101,0,0
session_557,user_1558,3/10/2025 12:48,product_page,Mobile,Australia,Email,111,0,0
session_558,user_1682,1/2/2025 14:49,home,Mobile,France,Social Media,53,0,0
session_558,user_1682,1/2/2025 14:52,product_page,Mobile,France,Social Media,158,2,0
session_559,user_1708,3/18/2025 23:26,home,Mobile,UK,Social Media,148,0,1
session_559,user_1708,3/18/2025 23:26,product_page,Mobile,UK,Social Media,22,0,1
session_559,user_1708,3/18/2025 23:28,cart,Mobile,UK,Social Media,95,0,1
session_559,user_1708,3/18/2025 23:30,checkout,Mobile,UK,Social Media,136,3,1
session_559,user_1708,3/18/2025 23:31,confirmation,Mobile,UK,Social Media,49,0,1
session_560,user_2693,8/17/2025 11:08,home,Desktop,UK,Email,72,0,0
session_561,user_1700,5/24/2025 21:06,home,Mobile,Canada,Email,157,0,0
session_561,user_1700,5/24/2025 21:07,product_page,Mobile,Canada,Email,44,0,0
session_562,user_2952,3/11/2025 21:45,home,Mobile,France,Email,142,0,0
session_562,user_2952,3/11/2025 21:46,product_page,Mobile,France,Email,42,4,0
session_562,user_2952,3/11/2025 21:48,cart,Mobile,France,Email,104,4,0
session_563,user_1310,5/3/2025 2:39,home,Desktop,USA,Email,91,0,0
session_563,user_1310,5/3/2025 2:42,product_page,Desktop,USA,Email,156,0,0
session_564,user_1600,2/9/2025 16:23,home,Tablet,USA,Direct,161,0,0
